"site","plot","date","observers","plot_size","life_form","species","status","condition","diameter_type","diameter","height","height_to_lowest_living_branch","notes"
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,1.25,1,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","fallen","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",4.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4.5,5,1.5,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,3,1.5,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,1,0.06,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",7,10,2.5,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,1.3,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",1,1.2,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Betula pumila","Live","standing","basal",1,1.2,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.6,1.5,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.6,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.3,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.8,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,1.5,0.5,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,2,1.5,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.7,1.6,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.7,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.6,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.6,1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix ","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,1.75,0.75,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",8,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B2","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",7,5,1.5,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",4,3,1,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",4.5,5,0.3,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",8,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",5.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Larix larcina","Live","standing","basal",2,1.75,0.04,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Larix larcina","Live","standing","DBH",2,3,0.04,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",7,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6.25,6,1.75,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",1.5,1.5,0.3,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",8.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",12,15,2,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",10,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3.25,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",9,8,1.5,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Tree","Larix larcina","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.7,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
